concept_id,concept_name,standard_concept,standard_concept_caption,invalid_reason,invalid_reason_caption,concept_code,domain_id,vocabulary_id,concept_class_id,valid_start_date,valid_end_date
21054482,Glucose 50 MG/ML / Sodium Chloride 4.5 MG/ML Injectable Solution [Steriflex] Box of 15,S,Standard,V,Valid,OMOP399177,Drug,RxNorm Extension,Branded Drug Box,1503547200000,4102376400000
36249688,glucose 50 MG/ML / sodium chloride 4.5 MG/ML Injection,S,Standard,V,Valid,1795251,Drug,RxNorm,Clinical Drug,1470024000000,4102376400000
2936767,glucose 50 MG/ML / sodium chloride 4.5 MG/ML Injection by Baxter,S,Standard,V,Valid,OMOP5153467,Drug,RxNorm Extension,Marketed Product,1625025600000,4102376400000
44089569,Glucose 50 MG/ML / Sodium Chloride 4.5 MG/ML Injection by Hospira,S,Standard,V,Valid,OMOP1084200,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
21103603,Glucose 50 MG/ML / Sodium Chloride 4.5 MG/ML [Intraven],S,Standard,V,Valid,OMOP399167,Drug,RxNorm Extension,Branded Drug Comp,1503547200000,4102376400000
21103604,Glucose 50 MG/ML / Sodium Chloride 4.5 MG/ML [Steriflex],S,Standard,V,Valid,OMOP399168,Drug,RxNorm Extension,Branded Drug Comp,1503547200000,4102376400000
42939024,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML [B.BRAUN GLUCOSE AND SODIUM CHLORIDE],S,Standard,V,Valid,OMOP4665691,Drug,RxNorm Extension,Branded Drug Comp,1534824000000,4102376400000
42939021,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML [B BRAUN GLUCOSE SODIUM CHLORIDE],S,Standard,V,Valid,OMOP4665688,Drug,RxNorm Extension,Branded Drug Comp,1534824000000,4102376400000
42939022,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML [CJ GLUCOSE SALINE],S,Standard,V,Valid,OMOP4665689,Drug,RxNorm Extension,Branded Drug Comp,1534824000000,4102376400000
42939025,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML [DEXTROSE AND SODIUM CHLORIDE],S,Standard,V,Valid,OMOP4665692,Drug,RxNorm Extension,Branded Drug Comp,1534824000000,4102376400000
42939023,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML [GLUCOSE & SOD CHIORIDE DAIHAN],S,Standard,V,Valid,OMOP4665690,Drug,RxNorm Extension,Branded Drug Comp,1534824000000,4102376400000
42481293,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution,S,Standard,V,Valid,OMOP417401,Drug,RxNorm Extension,Clinical Drug,1503547200000,4102376400000
42939019,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [B.BRAUN GLUCOSE AND SODIUM CHLORIDE],S,Standard,V,Valid,OMOP4665686,Drug,RxNorm Extension,Branded Drug,1534824000000,4102376400000
42939016,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [B BRAUN GLUCOSE SODIUM CHLORIDE],S,Standard,V,Valid,OMOP4665683,Drug,RxNorm Extension,Branded Drug,1534824000000,4102376400000
21162601,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution Box of 1,S,Standard,V,Valid,OMOP399192,Drug,RxNorm Extension,Clinical Drug Box,1503547200000,4102376400000
42482309,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution Box of 10,S,Standard,V,Valid,OMOP420748,Drug,RxNorm Extension,Clinical Drug Box,1503547200000,4102376400000
21103607,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution Box of 15,S,Standard,V,Valid,OMOP399193,Drug,RxNorm Extension,Clinical Drug Box,1503547200000,4102376400000
21093713,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution Box of 20,S,Standard,V,Valid,OMOP399194,Drug,RxNorm Extension,Clinical Drug Box,1503547200000,4102376400000
42939017,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [CJ GLUCOSE SALINE],S,Standard,V,Valid,OMOP4665684,Drug,RxNorm Extension,Branded Drug,1534824000000,4102376400000
42939020,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [DEXTROSE AND SODIUM CHLORIDE],S,Standard,V,Valid,OMOP4665687,Drug,RxNorm Extension,Branded Drug,1534824000000,4102376400000
42939018,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [GLUCOSE & SOD CHIORIDE DAIHAN],S,Standard,V,Valid,OMOP4665685,Drug,RxNorm Extension,Branded Drug,1534824000000,4102376400000
21162602,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Intraven],S,Standard,V,Valid,OMOP399195,Drug,RxNorm Extension,Branded Drug,1503547200000,4102376400000
21142828,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Intraven] Box of 1,S,Standard,V,Valid,OMOP399196,Drug,RxNorm Extension,Branded Drug Box,1503547200000,4102376400000
43815281,"Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Kochsalz 0,9]",S,Standard,V,Valid,OMOP958976,Drug,RxNorm Extension,Branded Drug,1503547200000,4102376400000
21103608,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Steriflex],S,Standard,V,Valid,OMOP399197,Drug,RxNorm Extension,Branded Drug,1503547200000,4102376400000
21152719,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Steriflex] Box of 1,S,Standard,V,Valid,OMOP399198,Drug,RxNorm Extension,Branded Drug Box,1503547200000,4102376400000
42481791,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Steriflex] Box of 10,S,Standard,V,Valid,OMOP420749,Drug,RxNorm Extension,Branded Drug Box,1503547200000,4102376400000
21074273,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injectable Solution [Steriflex] Box of 15,S,Standard,V,Valid,OMOP399199,Drug,RxNorm Extension,Branded Drug Box,1503547200000,4102376400000
36939138,glucose 50 MG/ML / sodium chloride 9 MG/ML Injectable Solution [Steriflex] Box of 20,S,Standard,V,Valid,OMOP5184683,Drug,RxNorm Extension,Branded Drug Box,1684728000000,4102376400000
36249702,glucose 50 MG/ML / sodium chloride 9 MG/ML Injection,S,Standard,V,Valid,1795345,Drug,RxNorm,Clinical Drug,1470024000000,4102376400000
44102578,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injection by B.Braun,S,Standard,V,Valid,OMOP1097209,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
44102577,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML Injection by Hospira,S,Standard,V,Valid,OMOP1097208,Drug,RxNorm Extension,Marketed Product,1503547200000,4102376400000
21093712,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML [Intraven],S,Standard,V,Valid,OMOP399189,Drug,RxNorm Extension,Branded Drug Comp,1503547200000,4102376400000
43779260,"Glucose 50 MG/ML / Sodium Chloride 9 MG/ML [Kochsalz 0,9]",S,Standard,V,Valid,OMOP958965,Drug,RxNorm Extension,Branded Drug Comp,1503547200000,4102376400000
21142827,Glucose 50 MG/ML / Sodium Chloride 9 MG/ML [Steriflex],S,Standard,V,Valid,OMOP399190,Drug,RxNorm Extension,Branded Drug Comp,1503547200000,4102376400000
1234747,glucose 6250 MG / potassium chloride 447 MG / sodium chloride 1070 MG / sodium citrate 774 MG Powder for Oral Solution,S,Standard,V,Valid,OMOP5215451,Drug,RxNorm Extension,Clinical Drug,1692849600000,4102376400000
1234748,glucose 6250 MG / potassium chloride 447 MG / sodium chloride 1070 MG / sodium citrate 882 MG [Orisel],S,Standard,V,Valid,OMOP5215452,Drug,RxNorm Extension,Branded Drug Comp,1692849600000,4102376400000
1234751,glucose 6250 MG / potassium chloride 447 MG / sodium chloride 1070 MG / sodium citrate 882 MG Powder for Oral Solution,S,Standard,V,Valid,OMOP5215454,Drug,RxNorm Extension,Clinical Drug,1692849600000,4102376400000
1234749,glucose 6250 MG / potassium chloride 447 MG / sodium chloride 1070 MG / sodium citrate 882 MG Powder for Oral Solution [Orisel],S,Standard,V,Valid,OMOP5215453,Drug,RxNorm Extension,Branded Drug,1692849600000,4102376400000
1234746,glucose 6250 MG / potassium chloride 573 MG / sodium chloride 500 MG / sodium citrate 774 MG Powder for Oral Solution,S,Standard,V,Valid,OMOP5215450,Drug,RxNorm Extension,Clinical Drug,1692849600000,4102376400000
2011934,glucose 798 MG / potassium citrate 69 MG / sodium chloride 65.5 MG / sodium citrate 27.5 MG [EREDROL-F],S,Standard,V,Valid,OMOP4954890,Drug,RxNorm Extension,Branded Drug Comp,1596168000000,4102376400000
2054285,glucose 798 MG / potassium citrate 69 MG / sodium chloride 65.5 MG / sodium citrate 27.5 MG [PEDIRA],S,Standard,V,Valid,OMOP4954889,Drug,RxNorm Extension,Branded Drug Comp,1596168000000,4102376400000
2054284,glucose 798 MG / potassium citrate 69 MG / sodium chloride 65.5 MG / sodium citrate 27.5 MG Powder for Oral Solution,S,Standard,V,Valid,OMOP4954886,Drug,RxNorm Extension,Clinical Drug,1596168000000,4102376400000
2011932,glucose 798 MG / potassium citrate 69 MG / sodium chloride 65.5 MG / sodium citrate 27.5 MG Powder for Oral Solution [EREDROL-F],S,Standard,V,Valid,OMOP4954887,Drug,RxNorm Extension,Branded Drug,1596168000000,4102376400000
2011933,glucose 798 MG / potassium citrate 69 MG / sodium chloride 65.5 MG / sodium citrate 27.5 MG Powder for Oral Solution [EREDROL-F] by Sam-a,S,Standard,V,Valid,OMOP4954888,Drug,RxNorm Extension,Marketed Product,1596168000000,4102376400000
2054282,glucose 798 MG / potassium citrate 69 MG / sodium chloride 65.5 MG / sodium citrate 27.5 MG Powder for Oral Solution [PEDIRA],S,Standard,V,Valid,OMOP4954884,Drug,RxNorm Extension,Branded Drug,1596168000000,4102376400000
2054283,glucose 798 MG / potassium citrate 69 MG / sodium chloride 65.5 MG / sodium citrate 27.5 MG Powder for Oral Solution [PEDIRA] by JW,S,Standard,V,Valid,OMOP4954885,Drug,RxNorm Extension,Marketed Product,1596168000000,4102376400000
2054316,glucose 98 MG/ML / potassium chloride 1.5 MG/ML / sodium chloride 2 MG/ML Injectable Solution,S,Standard,V,Valid,OMOP4954923,Drug,RxNorm Extension,Clinical Drug,1596168000000,4102376400000
44790636,Glucose gel administration,S,Standard,V,Valid,243841000000104,Procedure,SNOMED,Procedure,1159761600000,4102376400000
43743345,Glucose / Glycerin / Sodium Chloride Injectable Solution,S,Standard,V,Valid,OMOP958094,Drug,RxNorm Extension,Clinical Drug Form,1503547200000,4102376400000
43635421,Glucose / Glycerin / Sodium Chloride Injectable Solution [Glycerosteril],S,Standard,V,Valid,OMOP958102,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
36221194,glucose / lactate / magnesium chloride / potassium chloride / potassium phosphate / sodium chloride Injectable Product,C,Classification,V,Valid,1165804,Drug,RxNorm,Clinical Dose Group,1470024000000,4102376400000
40167640,glucose / lactate / magnesium chloride / potassium chloride / potassium phosphate / sodium chloride Injectable Solution,S,Standard,V,Valid,875826,Drug,RxNorm,Clinical Drug Form,1257048000000,4102376400000
43599273,Glucose / Lactate / Magnesium Chloride / Potassium Chloride / Sodium Chloride / sodium phosphate Injectable Solution,S,Standard,V,Valid,OMOP958285,Drug,RxNorm Extension,Clinical Drug Form,1503547200000,4102376400000
43743347,Glucose / Lactate / Magnesium Chloride / Potassium Chloride / Sodium Chloride / sodium phosphate Injectable Solution [Sterofundin],S,Standard,V,Valid,OMOP958296,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
36221196,glucose / lactate / potassium chloride / potassium phosphate / sodium chloride Injectable Product,C,Classification,V,Valid,1165806,Drug,RxNorm,Clinical Dose Group,1470024000000,4102376400000
40167644,glucose / lactate / potassium chloride / potassium phosphate / sodium chloride Injectable Solution,S,Standard,V,Valid,875824,Drug,RxNorm,Clinical Drug Form,1257048000000,4102376400000
40167645,glucose / lactate / potassium chloride / potassium phosphate / sodium chloride Injectable Solution [Dextrose and Electrolyte No. 75],S,Standard,V,Valid,875825,Drug,RxNorm,Branded Drug Form,1257048000000,4102376400000
42957595,Glucose / Lactate / Potassium Chloride / Sodium Chloride Injectable Solution,S,Standard,V,Valid,OMOP4684122,Drug,RxNorm Extension,Clinical Drug Form,1534824000000,4102376400000
42957596,Glucose / Lactate / Potassium Chloride / Sodium Chloride Injectable Solution [FATIMA],S,Standard,V,Valid,OMOP4684123,Drug,RxNorm Extension,Branded Drug Form,1534824000000,4102376400000
2054336,glucose / lactate / potassium chloride / sodium chloride Injectable Solution [PATIMASOL],S,Standard,V,Valid,OMOP4954951,Drug,RxNorm Extension,Branded Drug Form,1596168000000,4102376400000
44055948,Glucose / Lactate / Sodium Chloride Injectable Solution,S,Standard,V,Valid,OMOP1050579,Drug,RxNorm Extension,Clinical Drug Form,1503547200000,4102376400000
42957590,Glucose / Lactate / Sodium Chloride Injectable Solution [DSL 1:2:3 CJ],S,Standard,V,Valid,OMOP4684117,Drug,RxNorm Extension,Branded Drug Form,1534824000000,4102376400000
2054329,glucose / lactate / sodium chloride Injectable Solution [MEDIPHARMAPLAN DSL 1:2:3],S,Standard,V,Valid,OMOP4954944,Drug,RxNorm Extension,Branded Drug Form,1596168000000,4102376400000
42957591,"Glucose / Lactate / Sodium Chloride Injectable Solution [SODIUM LACTATE, SODIUM CHLORIDE&GLUCOSE]",S,Standard,V,Valid,OMOP4684118,Drug,RxNorm Extension,Branded Drug Form,1534824000000,4102376400000
44120584,Glucose / Lactate / Sodium Chloride Injection,S,Standard,V,Valid,OMOP1115215,Drug,RxNorm Extension,Clinical Drug Form,1503547200000,4102376400000
44070202,Glucose / Lactate / Sodium Chloride Injection [Lactate 1-2-3],S,Standard,V,Valid,OMOP1064833,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
42970614,Glucose / Lactate / Sodium Chloride / Sodium Hydroxide Injectable Solution,S,Standard,V,Valid,OMOP4697039,Drug,RxNorm Extension,Clinical Drug Form,1534824000000,4102376400000
42970615,Glucose / Lactate / Sodium Chloride / Sodium Hydroxide Injectable Solution [CHOONGWAE ONE TWO THREE],S,Standard,V,Valid,OMOP4697040,Drug,RxNorm Extension,Branded Drug Form,1534824000000,4102376400000
2054333,glucose / lactate / sodium chloride / sodium hydroxide Injectable Solution [JW ONE TWO THREE],S,Standard,V,Valid,OMOP4954948,Drug,RxNorm Extension,Branded Drug Form,1596168000000,4102376400000
36221205,glucose / magnesium acetate / potassium acetate / sodium chloride Injectable Product,C,Classification,V,Valid,1165818,Drug,RxNorm,Clinical Dose Group,1470024000000,4102376400000
40152708,glucose / magnesium acetate / potassium acetate / sodium chloride Injectable Solution,S,Standard,V,Valid,801004,Drug,RxNorm,Clinical Drug Form,1217131200000,4102376400000
40152709,glucose / magnesium acetate / potassium acetate / sodium chloride Injectable Solution [Normosol-M],S,Standard,V,Valid,801008,Drug,RxNorm,Branded Drug Form,1217131200000,4102376400000
40243918,glucose / magnesium acetate / potassium acetate / sodium chloride Injectable Solution [Plasma-Lyte 56 in 5 % Dextrose],S,Standard,V,Valid,1189666,Drug,RxNorm,Branded Drug Form,1320552000000,4102376400000
36887546,Glucose / magnesium acetate / Potassium Acetate / Sodium Chloride Injection,S,Standard,V,Valid,OMOP994800,Drug,RxNorm Extension,Clinical Drug Form,1503547200000,4102376400000
43272211,Glucose / magnesium acetate / Potassium Acetate / Sodium Chloride Injection [Plasma-lyte],S,Standard,V,Valid,OMOP533457,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
36221200,"glucose / magnesium chloride / potassium chloride / potassium phosphate / sodium acetate / sodium chloride / sodium gluconate / sodium phosphate, dibasic Injectable Product",C,Classification,V,Valid,1165810,Drug,RxNorm,Clinical Dose Group,1470024000000,4102376400000
40152704,"glucose / magnesium chloride / potassium chloride / potassium phosphate / sodium acetate / sodium chloride / sodium gluconate / sodium phosphate, dibasic Injectable Solution",S,Standard,V,Valid,801867,Drug,RxNorm,Clinical Drug Form,1217131200000,4102376400000
40243917,"glucose / magnesium chloride / potassium chloride / potassium phosphate / sodium acetate / sodium chloride / sodium gluconate / sodium phosphate, dibasic Injectable Solution [Isolyte S in 5 % Dextrose]",S,Standard,V,Valid,1190417,Drug,RxNorm,Branded Drug Form,1320552000000,4102376400000
43743349,Glucose / Magnesium Chloride / Potassium Chloride / potassium phosphate / Sodium Acetate Trihydrate / Sodium Chloride Injectable Solution,S,Standard,V,Valid,OMOP958505,Drug,RxNorm Extension,Clinical Drug Form,1503547200000,4102376400000
43851367,Glucose / Magnesium Chloride / Potassium Chloride / potassium phosphate / Sodium Acetate Trihydrate / Sodium Chloride Injectable Solution [Tutofusin],S,Standard,V,Valid,OMOP958516,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
36221199,glucose / magnesium chloride / potassium chloride / sodium acetate / sodium chloride Injectable Product,C,Classification,V,Valid,1165809,Drug,RxNorm,Clinical Dose Group,1470024000000,4102376400000
40152702,glucose / magnesium chloride / potassium chloride / sodium acetate / sodium chloride Injectable Solution,S,Standard,V,Valid,800682,Drug,RxNorm,Clinical Drug Form,1217131200000,4102376400000
40152703,glucose / magnesium chloride / potassium chloride / sodium acetate / sodium chloride Injectable Solution [Isolyte H],S,Standard,V,Valid,800686,Drug,RxNorm,Branded Drug Form,1217131200000,4102376400000
36062941,glucose / magnesium chloride / potassium chloride / sodium acetate / sodium chloride Injectable Solution [Maintelyte],S,Standard,V,Valid,OMOP4988998,Drug,RxNorm Extension,Branded Drug Form,1597636800000,4102376400000
36221198,glucose / magnesium chloride / potassium chloride / sodium acetate / sodium chloride / sodium gluconate Injectable Product,C,Classification,V,Valid,1165808,Drug,RxNorm,Clinical Dose Group,1470024000000,4102376400000
40152699,glucose / magnesium chloride / potassium chloride / sodium acetate / sodium chloride / sodium gluconate Injectable Solution,S,Standard,V,Valid,801023,Drug,RxNorm,Clinical Drug Form,1217131200000,4102376400000
40243915,glucose / magnesium chloride / potassium chloride / sodium acetate / sodium chloride / sodium gluconate Injectable Solution [Normosol-R in 5 % Dextrose],S,Standard,V,Valid,1189627,Drug,RxNorm,Branded Drug Form,1320552000000,4102376400000
35770622,Glucose / Magnesium Chloride / Potassium Chloride / Sodium Acetate / Sodium Chloride / Sodium gluconate Injectable Solution [Plasma-lyte],S,Standard,V,Valid,OMOP2772083,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
40243916,glucose / magnesium chloride / potassium chloride / sodium acetate / sodium chloride / sodium gluconate Injectable Solution [Plasma-Lyte 148 in 5 % Dextrose],S,Standard,V,Valid,1189655,Drug,RxNorm,Branded Drug Form,1320552000000,4102376400000
44081648,Glucose / Magnesium Chloride / Potassium Chloride / Sodium Acetate / Sodium Chloride / Sodium gluconate Injection,S,Standard,V,Valid,OMOP1076279,Drug,RxNorm Extension,Clinical Drug Form,1503547200000,4102376400000
2936694,glucose / magnesium chloride / potassium chloride / sodium acetate / sodium chloride / sodium gluconate Injection [Plasma-Lyte R],S,Standard,V,Valid,OMOP5153401,Drug,RxNorm Extension,Branded Drug Form,1625025600000,4102376400000
43255892,Glucose / Magnesium Chloride / Potassium Chloride / Sodium Acetate Trihydrate / Sodium Chloride / Sodium gluconate Injection,S,Standard,V,Valid,OMOP533397,Drug,RxNorm Extension,Clinical Drug Form,1503547200000,4102376400000
43261246,Glucose / Magnesium Chloride / Potassium Chloride / Sodium Acetate Trihydrate / Sodium Chloride / Sodium gluconate Injection [Plasma-Lyte R],S,Standard,V,Valid,OMOP533398,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
43653499,Glucose / Magnesium Chloride / Potassium Chloride / Sodium Acetate Trihydrate / Sodium Chloride / sodium phosphate Injectable Solution,S,Standard,V,Valid,OMOP958338,Drug,RxNorm Extension,Clinical Drug Form,1503547200000,4102376400000
43743443,Glucose / Magnesium Chloride / Potassium Chloride / Sodium Chloride / sodium phosphate / Zinc Acetate Injectable Solution,S,Standard,V,Valid,OMOP666178,Drug,RxNorm Extension,Clinical Drug Form,1503547200000,4102376400000
43743348,Glucose / Magnesium Chloride / Potassium Chloride / Sodium / Sodium Chloride / sodium phosphate Injectable Solution,S,Standard,V,Valid,OMOP958417,Drug,RxNorm Extension,Clinical Drug Form,1503547200000,4102376400000
43581269,Glucose / Magnesium Chloride / Potassium Chloride / Sodium / Sodium Chloride / sodium phosphate Injectable Solution [Deltajonin],S,Standard,V,Valid,OMOP958424,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
36221201,"glucose / potassium chloride / potassium lactate / sodium chloride / sodium phosphate, monobasic Injectable Product",C,Classification,V,Valid,1165812,Drug,RxNorm,Clinical Dose Group,1470024000000,4102376400000
40152706,"glucose / potassium chloride / potassium lactate / sodium chloride / sodium phosphate, monobasic Injectable Solution",S,Standard,V,Valid,800661,Drug,RxNorm,Clinical Drug Form,1217131200000,4102376400000
40152707,"glucose / potassium chloride / potassium lactate / sodium chloride / sodium phosphate, monobasic Injectable Solution [Ionosol-T]",S,Standard,V,Valid,800665,Drug,RxNorm,Branded Drug Form,1217131200000,4102376400000
21142625,Glucose / Potassium Chloride / Sodium Bicarbonate / Sodium Chloride Injectable Solution,S,Standard,V,Valid,OMOP395614,Drug,RxNorm Extension,Clinical Drug Form,1503547200000,4102376400000
21083759,Glucose / Potassium Chloride / Sodium Bicarbonate / Sodium Chloride Injectable Solution [Electrolade],S,Standard,V,Valid,OMOP395615,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
44029903,Glucose / Potassium Chloride / Sodium Bicarbonate / Sodium Chloride Oral Powder,S,Standard,V,Valid,OMOP1024534,Drug,RxNorm Extension,Clinical Drug Form,1503547200000,4102376400000
44044379,Glucose / Potassium Chloride / Sodium Bicarbonate / Sodium Chloride Oral Powder [Dialyte],S,Standard,V,Valid,OMOP1039010,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
40735245,Glucose / Potassium Chloride / Sodium Bicarbonate / Sodium Chloride Oral Powder [Electrolade],S,Standard,V,Valid,OMOP4721713,Drug,RxNorm Extension,Branded Drug Form,1528084800000,4102376400000
36221202,glucose / potassium chloride / sodium chloride Injectable Product,C,Classification,V,Valid,1165813,Drug,RxNorm,Clinical Dose Group,1470024000000,4102376400000
40044587,glucose / potassium chloride / sodium chloride Injectable Solution,S,Standard,V,Valid,376695,Drug,RxNorm,Clinical Drug Form,18000000,4102376400000
42945603,Glucose / Potassium Chloride / Sodium Chloride Injectable Solution [CJ DEXTROSE SODIUM POTASSIUM],S,Standard,V,Valid,OMOP4672216,Drug,RxNorm Extension,Branded Drug Form,1534824000000,4102376400000
42945604,Glucose / Potassium Chloride / Sodium Chloride Injectable Solution [DAIHAN GLUCOSE & POTASSIUMSODIUM],S,Standard,V,Valid,OMOP4672217,Drug,RxNorm Extension,Branded Drug Form,1534824000000,4102376400000
42945601,Glucose / Potassium Chloride / Sodium Chloride Injectable Solution [DEXTROSE AND NA.K],S,Standard,V,Valid,OMOP4672214,Drug,RxNorm Extension,Branded Drug Form,1534824000000,4102376400000
42945602,Glucose / Potassium Chloride / Sodium Chloride Injectable Solution [DEXTROSE AND SOD CHLORIDE NA.K],S,Standard,V,Valid,OMOP4672215,Drug,RxNorm Extension,Branded Drug Form,1534824000000,4102376400000
43030655,Glucose / Potassium Chloride / Sodium Chloride Injectable Solution [GLUCIDION],S,Standard,V,Valid,OMOP4845724,Drug,RxNorm Extension,Branded Drug Form,1570334400000,4102376400000
21054485,Glucose / Potassium Chloride / Sodium Chloride Injectable Solution [Intraven],S,Standard,V,Valid,OMOP399235,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
43030656,Glucose / Potassium Chloride / Sodium Chloride Injectable Solution [OSMOTAN G],S,Standard,V,Valid,OMOP4845725,Drug,RxNorm Extension,Branded Drug Form,1570334400000,4102376400000
21074275,Glucose / Potassium Chloride / Sodium Chloride Injectable Solution [Steriflex],S,Standard,V,Valid,OMOP399233,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
1593062,glucose / potassium chloride / sodium chloride Injection,S,Standard,V,Valid,1863604,Drug,RxNorm,Clinical Drug Form,1502078400000,4102376400000
36894430,Glucose / Potassium Chloride / Sodium Chloride Prefilled Syringe,S,Standard,V,Valid,OMOP992118,Drug,RxNorm Extension,Clinical Drug Form,1503547200000,4102376400000
43138717,Glucose / Potassium Chloride / Sodium Chloride Prefilled Syringe [BIONOLYTE G],S,Standard,V,Valid,OMOP481810,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
43215597,Glucose / Potassium Chloride / Sodium Chloride Prefilled Syringe [GLUCIDION],S,Standard,V,Valid,OMOP481811,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
43149629,Glucose / Potassium Chloride / Sodium Chloride Prefilled Syringe [OSMOTAN G],S,Standard,V,Valid,OMOP481812,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
43182745,Glucose / Potassium Chloride / Sodium Chloride Prefilled Syringe [POLYIONIQUE FORMULE],S,Standard,V,Valid,OMOP481813,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
43133973,Glucose / Potassium Chloride / Sodium Chloride Prefilled Syringe [POLYIONIQUE G],S,Standard,V,Valid,OMOP432714,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
35863106,glucose / potassium chloride / sodium chloride / sodium citrate Inhalation Powder,S,Standard,V,Valid,OMOP5019571,Drug,RxNorm Extension,Clinical Drug Form,1601611200000,4102376400000
35863107,glucose / potassium chloride / sodium chloride / sodium citrate Inhalation Powder [Aoershu],S,Standard,V,Valid,OMOP5019572,Drug,RxNorm Extension,Branded Drug Form,1601611200000,4102376400000
21034809,Glucose / Potassium Chloride / Sodium Chloride / sodium citrate Injectable Solution,S,Standard,V,Valid,OMOP399120,Drug,RxNorm Extension,Clinical Drug Form,1503547200000,4102376400000
43617351,Glucose / Potassium Chloride / Sodium Chloride / sodium citrate Injectable Solution [Elotrans],S,Standard,V,Valid,OMOP666057,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
21083955,Glucose / Potassium Chloride / Sodium Chloride / sodium citrate Injectable Solution [Low Osmolarity Oral Rehydration Salts powder],S,Standard,V,Valid,OMOP399121,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
43797165,Glucose / Potassium Chloride / Sodium Chloride / sodium citrate Injectable Solution [Oralpaedon],S,Standard,V,Valid,OMOP958791,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
21083956,Glucose / Potassium Chloride / Sodium Chloride / sodium citrate Injectable Solution [Rapolyte],S,Standard,V,Valid,OMOP399123,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
43761206,Glucose / Potassium Chloride / Sodium Chloride / sodium citrate Injectable Solution [Santalyt],S,Standard,V,Valid,OMOP958796,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
44042952,Glucose / Potassium Chloride / Sodium Chloride / sodium citrate Oral Powder,S,Standard,V,Valid,OMOP1037583,Drug,RxNorm Extension,Clinical Drug Form,1503547200000,4102376400000
44057315,Glucose / Potassium Chloride / Sodium Chloride / sodium citrate Oral Powder [Gastrolyte],S,Standard,V,Valid,OMOP1051946,Drug,RxNorm Extension,Branded Drug Form,1503547200000,4102376400000
40738987,Glucose / Potassium Chloride / Sodium Chloride / sodium citrate Oral Powder [Low Osmolarity Oral Rehydration Salts powder],S,Standard,V,Valid,OMOP4718209,Drug,RxNorm Extension,Branded Drug Form,1528084800000,4102376400000
